"distance";"mean mortality class 1";"mean mortality class 2";"mean mortality class 3";"mean mortality class 4";"mean mortality class 5";"mean mortality class 6";"mean mortality class 7";"mean mortality class 8";"median mortality class 1";"median mortality class 2";"median mortality class 3";"median mortality class 4";"median mortality class 5";"median mortality class 6";"median mortality class 7";"median mortality class 8";"SD mortality class 1";"SD mortality class 2";"SD mortality class 3";"SD mortality class 4";"SD mortality class 5";"SD mortality class 6";"SD mortality class 7";"SD mortality class 8";"SDERR mortality class 1";"SDERR mortality class 2";"SDERR mortality class 3";"SDERR mortality class 4";"SDERR mortality class 5";"SDERR mortality class 6";"SDERR mortality class 7";"SDERR mortality class 8"
300;0,493705967931327;0,339461300350651;0,204432552562648;0,0847945677230513;0,0374409603111515;0,0142963675264538;0,00254192713122681;0,000869546301521109;0,525770035911593;0,312649857847034;0,156774208152197;0,0527535274246372;0,0210679760444907;0,0076113220318611;0,0013127179400869;0,000447043883676653;0,277081019213536;0,23896165033158;0,178220516852555;0,0941063786679921;0,0477070077016771;0,0199286026014452;0,00374474359784651;0,00129202268218289;0,00876207117115651;0,00755663088480523;0,00563582759026496;0,00297590498941137;0,00150862804688494;0,000630197748049235;0,000118419190225286;4,08573446429777e-05
400;0,47965686854916;0,32656016731627;0,194463054524163;0,0794635416782984;0,0347382764626786;0,0131661325938245;0,00232922328983618;0,000796137173301009;0,506198934331327;0,296059539762218;0,146690109435687;0,0489717370178488;0,0195108736493383;0,00704162715799503;0,00121388655085302;0,00041336004656892;0,276513040004733;0,235003138472862;0,172198400771021;0,0883183349301636;0,0434512852846086;0,0176458485202714;0,00324613016790123;0,0011160114073327;0,00874411009152212;0,00743145174862188;0,00544539155874921;0,00279287097532925;0,00137405028761121;0,000558010725703697;0,000102651649119527;3,52913794190128e-05
500;0,4521304054678;0,303279204871114;0,179084131172775;0,0730600533156848;0,0320139395354698;0,012169547134384;0,00215831545740173;0,000738044880325762;0,468787701150009;0,265818454186976;0,128912260642586;0,0424475614280236;0,0168420621154462;0,006067876431911;0,00104517607289186;0,000355870082882497;0,275825815697601;0,232850427654939;0,170643235955789;0,0880126712639596;0,0438748117601761;0,0181480744669868;0,00339516168498393;0,00117080728193742;0,00872237815078245;0,00736337705533868;0,00539621292921834;0,00278320504149763;0,00138744337073298;0,000573892504620245;0,000107364439490843;3,70241771203315e-05
600;0,450878703925737;0,296786731396989;0,171001073747572;0,067743157561253;0,0293086035012289;0,0110789621279817;0,00196046523267426;0,000670213173558595;0,467639146811421;0,264919355592238;0,128395313783829;0,0422605373343435;0,0167658823944645;0,0060401311950347;0,00104037301033099;0,000354233574694416;0,262293797992435;0,217964673420819;0,156067662092355;0,079278532301714;0,039809776854261;0,0167075067312656;0,00317098199613645;0,00109645717704895;0,00829445817792195;0,00689264817464552;0,00493529281309362;0,00250700731628648;0,00125889568002518;0,00052833775293394;0,000100275255271784;3,46730203631318e-05
700;0,420115842548141;0,274237362996876;0,156978553247747;0,0616941205916419;0,0265076323610845;0,00995448475181424;0,00175230334555405;0,000598507349078797;0,413513754423599;0,224368405275129;0,105736009026962;0,0342058032401327;0,0135018513443841;0,00485391240249208;0,000835229502739176;0,000284346348952812;0,269252895454544;0,21876542869564;0,153330883109016;0,0752868096121725;0,0362559783413172;0,0145245082490952;0,00264931089286132;0,000909617684955032;0,00851452416231558;0,00691797027981382;0,0048487482626953;0,00238077796141923;0,00114651470356296;0,000459305279610451;8,37785665133609e-05;2,87646368442738e-05
800;0,397594516433104;0,255794554438841;0,143965806082576;0,0553551614605502;0,0235274784687411;0,00878983933503677;0,00154373249033279;0,000527112742708232;0,395106474458159;0,211346513247443;0,0987228950405916;0,0317684932125304;0,0125206599496911;0,00449830844438459;0,000773810550311275;0,00026342613974932;0,267798811997681;0,211664779767055;0,143574800545435;0,0678254390505894;0,0324460216976587;0,0130902372310662;0,00240925127499308;0,000828594569003858;0,00846854200599899;0,00669342804501819;0,00454023384327959;0,00214482870700791;0,00102603329575845;0,000413949647621051;7,6187214846428e-05;2,62024609489775e-05
900;0,400347047368449;0,255369938811671;0,143210770491051;0,0551761183268936;0,0234778475801402;0,00876749272525319;0,0015385192498834;0,000525244140302999;0,389954370137891;0,207767497750253;0,0968169330564195;0,0311105411732749;0,0122562999804271;0,00440257635480234;0,000757282168391306;0,000257796616511833;0,258400150065432;0,207223138963927;0,143253568916256;0,0686853678543823;0,0324822299074545;0,0128545741256131;0,00232760748445138;0,000798277122995744;0,00817133021936074;0,00655297103015593;0,00453007560723268;0,0021720220434636;0,00102717829988797;0,000406497325884048;7,36054114972131e-05;2,52437391267293e-05
1000;0,409547624187973;0,26343700895786;0,148609785349958;0,0576448747413052;0,0246538443321165;0,00924245193824472;0,00162601569595307;0,00055533968243996;0,41937000819664;0,228590251385554;0,108036611038024;0,0350110026090864;0,0138266623042349;0,00497173066983689;0,000855586790606845;0,000291280719398054;0,262690161468922;0,21031520977883;0,146108274021869;0,0715081007335297;0,034598855958991;0,0139599177301858;0,00256177077291586;0,00088047867815836;0,00830699229159195;0,00665075089477221;0,00462034930905118;0,00226128469470711;0,00109411189266501;0,000441451359759551;8,10103048566411e-05;2,78431805419477e-05
1200;0,365265273587765;0,226996954607471;0,123847303008346;0,0463259945464614;0,0194762800635771;0,00723551859029125;0,00126686142911019;0,000432377709914913;0,355891923371008;0,184798564866811;0,0848008675230273;0,0270055556875987;0,010611855132913;0,00380781456447985;0,000654654073496457;0,000222844510259136;0,25231499195303;0,194032409817881;0,128324486700114;0,059505907236281;0,0282014717141749;0,0112792957534812;0,00206178547938887;0,000708266293369093;0,00797890062378633;0,00613584354915719;0,00405797657544344;0,00188174201101343;0,000891808839856058;0,000356682649836657;6,51993816153099e-05;2,23973467697135e-05
1500;0,352419910412797;0,217974114747497;0,118901869837295;0,0445108630223347;0,0186751510999333;0,00691970661493994;0,00120910813200169;0,000412527393010538;0,331495134847059;0,169051975547617;0,0767725316683442;0,0243035527465352;0,00953402762169453;0,00341867346517066;0,000587561373295739;0,000199997270971055;0,251391586665127;0,193820835509598;0,12867574928776;0,0586389310571865;0,0269349374810557;0,0104721533201754;0,00187703608661963;0,000642772081804754;0,00794969998465413;0,00612915298207172;0,00406908447378112;0,00185432581698295;0,000851757510743743;0,000331158564982488;5,93570928404714e-05;2,0326237948711e-05
2000;0,339026760066851;0,208289185003464;0,112753869351146;0,0417984198626081;0,0174435307797215;0,00644353967735026;0,00112400864988857;0,000383398242971874;0,31034439497363;0,155849312358276;0,0701681135961067;0,0221047410465472;0,00865959647530357;0,00310336592847948;0,000533230299589382;0,000181497261835817;0,250933470061344;0,190325270260764;0,124131217335953;0,0552303563917579;0,0250011218075777;0,00963543493124551;0,00171866292907717;0,000588118136163159;0,00793521306563519;0,00601861350311123;0,0039253737551099;0,00174653722180794;0,000790604889712515;0,000304699206290837;5,4348893859803e-05;1,85979284352862e-05
